epoch,loss,accuracy,grad_norm
1,1.6907313314200973,56.48166666666667,0.7059876850224861
2,0.5399790033539221,85.94166666666666,1.1004589400888938
3,0.3912418514712533,89.03166666666667,1.171965889752746
4,0.3432378967576571,90.25833333333334,1.2028216272806918
5,0.3134791340146746,91.01166666666667,1.2038047799537868
6,0.2908493918317086,91.67166666666667,1.1852568416999638
7,0.27165604712389935,92.285,1.173014020940554
8,0.254513001935219,92.74333333333334,1.1537335738378833
9,0.23922166687402643,93.14333333333333,1.157187169434629
10,0.22507346542214535,93.56166666666667,1.132883734203295
11,0.21207510419825373,93.93166666666667,1.1193950359943705
12,0.20014886987774866,94.27166666666666,1.1107892369191819
13,0.1893254393922177,94.65833333333333,1.091246474238843
14,0.17972651510429916,94.90166666666667,1.0943270578046758
15,0.17032386204883107,95.15333333333334,1.077428217742444
16,0.1620798710324585,95.39166666666667,1.0665575286297313
17,0.15415676124791092,95.64666666666666,1.04001301483021
18,0.1468624220565279,95.78833333333333,1.0360362886124073
19,0.1403781408543335,95.97833333333334,1.0335085947858986
20,0.13432463523802726,96.19166666666666,1.0280634653036897
21,0.12835669613032263,96.35166666666667,1.0210964347704092
22,0.12288171989815448,96.49,1.0086805176673468
23,0.11787767566220243,96.67833333333333,1.0118609673817023
24,0.11300711102311069,96.82166666666667,0.9931858510172938
25,0.10869095197567014,96.94666666666667,0.9875287231508076
26,0.104246443016395,97.065,0.985170904643243
27,0.10038158553999973,97.15333333333334,0.9775270790300633
28,0.09655416665920444,97.26333333333334,0.967175566372676
29,0.09301601971751813,97.37,0.9594561503877028
30,0.08975596778761985,97.515,0.9545851612516923
31,0.08665371821351302,97.53166666666667,0.9580011719125848
32,0.0837903453477982,97.66666666666667,0.9523920899142811
33,0.0808439328641033,97.745,0.9391196769768286
34,0.07804680182866609,97.835,0.9304192911049761
35,0.07552955722831475,97.9,0.9254836211308066
36,0.07297445634064247,97.995,0.9130460324314688
37,0.07075466047366784,98.05666666666667,0.915286599662694
38,0.06844633007233442,98.09833333333333,0.8984419996469907
39,0.06636931178475748,98.20166666666667,0.8972552756476996
40,0.06435274127036777,98.22833333333334,0.8968640714161489
41,0.0621153877691618,98.30833333333334,0.8823675431199608
42,0.06033480492036249,98.36166666666666,0.8743157505510107
43,0.05859899482548809,98.41833333333334,0.876261057504127
44,0.05679121541915767,98.44333333333333,0.8678547551463416
45,0.05494728717488298,98.50666666666666,0.8562856184609133
46,0.05329261886984555,98.59166666666667,0.8478724461514762
47,0.051850986304079326,98.6,0.8437178543711242
48,0.05030812964122345,98.64,0.8372761159651312
49,0.04885954729495828,98.73333333333333,0.8336632047552982
50,0.04739747910714671,98.735,0.8227909840737245
